Date,Open,High,Low,Close,Adj Close,Volume
6/14/2021,16.040001,17.040001,15.04,16.389999,16.389999,0
6/15/2021,16.27,17.35,16.139999,17.02,17.02,0
6/16/2021,16.99,19.110001,16.42,18.15,18.15,0
6/17/2021,18.49,19.219999,16.709999,17.75,17.75,0
6/18/2021,16.959999,21.040001,16.92,20.700001,20.700001,0
6/21/2021,21.74,21.82,17.809999,17.889999,17.889999,0
6/22/2021,17.91,18.32,15.76,16.66,16.66,0
6/23/2021,16.25,16.84,14.86,16.32,16.32,0
6/24/2021,15.99,16.049999,14.19,15.97,15.97,0
6/25/2021,16.040001,16.17,15.21,15.62,15.62,0
6/28/2021,16.07,16.459999,15.39,15.76,15.76,0
6/29/2021,15.69,16.309999,14.1,16.02,16.02,0
6/30/2021,16.18,17.309999,15.58,15.83,15.83,0
7/1/2021,15.62,16.01,15.31,15.48,15.48,0
7/2/2021,15.53,15.54,14.25,15.07,15.07,0
7/6/2021,15.77,17.940001,15.73,16.440001,16.440001,0
7/7/2021,16.43,17.639999,16.08,16.200001,16.200001,0
7/8/2021,17.74,21.290001,17.74,19,19,0
7/9/2021,17.879999,18.129999,16.08,16.18,16.18,0
7/12/2021,16.85,17.52,16.139999,16.17,16.17,0
7/13/2021,16.389999,17.23,15.94,17.120001,17.120001,0
7/14/2021,17.34,17.51,15.95,16.33,16.33,0
7/15/2021,16.700001,18.09,16.559999,17.01,17.01,0
7/16/2021,16.799999,18.700001,16.030001,18.450001,18.450001,0
7/19/2021,19.610001,25.09,19.27,22.5,22.5,0
7/20/2021,20.889999,22.969999,19.370001,19.73,19.73,0
7/21/2021,19.73,19.82,17.809999,17.91,17.91,0
7/22/2021,17.59,18.450001,17.4,17.690001,17.690001,0
7/23/2021,16.98,17.48,16.33,17.200001,17.200001,0
7/26/2021,18.67,19.389999,17.530001,17.58,17.58,0
7/27/2021,18.620001,20.440001,18.25,19.360001,19.360001,0
7/28/2021,19.41,19.620001,17.52,18.309999,18.309999,0
7/29/2021,17.91,18.01,17.190001,17.700001,17.700001,0
7/30/2021,19.690001,19.719999,17.530001,18.24,18.24,0
8/2/2021,18.16,19.870001,17.99,19.459999,19.459999,0
8/3/2021,19.17,20.440001,17.700001,18.040001,18.040001,0
8/4/2021,18.23,18.9,17.67,17.969999,17.969999,0
8/5/2021,17.73,17.84,17.23,17.280001,17.280001,0
8/6/2021,17.459999,17.5,16.139999,16.15,16.15,0
8/9/2021,17.120001,17.389999,16.59,16.719999,16.719999,0
8/10/2021,16.82,17.049999,16.34,16.790001,16.790001,0
8/11/2021,16.809999,17.09,16.07,16.17,16.17,0
8/12/2021,16.33,16.42,15.49,15.59,15.59,0
8/13/2021,15.68,15.72,15.19,15.45,15.45,0
8/16/2021,17.049999,17.709999,16.02,16.120001,16.120001,0
8/17/2021,17.309999,19.559999,16.709999,17.91,17.91,0
8/18/2021,17.559999,21.639999,17.309999,21.57,21.57,0
8/19/2021,23.120001,24.74,20.370001,21.67,21.67,0
8/20/2021,22.74,23.9,18.18,18.559999,18.559999,0
8/23/2021,18.83,18.950001,16.950001,17.15,17.15,0
8/24/2021,16.959999,17.51,16.940001,17.219999,17.219999,0
8/25/2021,17.42,17.5,16.459999,16.790001,16.790001,0
8/26/2021,17.459999,19.27,17.16,18.84,18.84,0
8/27/2021,17.950001,18.219999,16.110001,16.389999,16.389999,0
8/30/2021,16.77,16.799999,15.98,16.190001,16.190001,0
8/31/2021,15.98,17.07,15.91,16.48,16.48,0
9/1/2021,16.059999,16.709999,15.68,16.110001,16.110001,0
9/2/2021,16.27,16.98,15.73,16.41,16.41,0
9/3/2021,16.27,17.059999,16.08,16.41,16.41,0
9/7/2021,16.940001,18.389999,16.889999,18.139999,18.139999,0
9/8/2021,18.969999,19.639999,17.780001,17.959999,17.959999,0
9/9/2021,19.440001,19.540001,17.17,18.799999,18.799999,0
9/10/2021,17.940001,21.129999,16.99,20.950001,20.950001,0
9/13/2021,19.639999,21.18,18.76,19.370001,19.370001,0
9/14/2021,19.58,20.469999,18.389999,19.459999,19.459999,0
9/15/2021,19.299999,20.27,18.01,18.18,18.18,0
9/16/2021,18.41,19.76,17.65,18.690001,18.690001,0
9/17/2021,18.370001,21.51,18.35,20.809999,20.809999,0
9/20/2021,24.25,28.790001,23.9,25.709999,25.709999,0
9/21/2021,23.41,25.6,21.709999,24.360001,24.360001,0
9/22/2021,22.719999,23.4,20.75,20.870001,20.870001,0
9/23/2021,19.91,20.209999,18.42,18.629999,18.629999,0
9/24/2021,19.33,20.41,17.629999,17.75,17.75,0
9/27/2021,17.780001,19.32,17.74,18.76,18.76,0
9/28/2021,19.74,24.82,19.709999,23.25,23.25,0
9/29/2021,22.07,23.790001,21.450001,22.559999,22.559999,0
9/30/2021,21.48,24.709999,20.6,23.139999,23.139999,0
10/1/2021,24.780001,24.889999,20.85,21.1,21.1,0
10/4/2021,22.9,24.58,21.879999,22.959999,22.959999,0
10/5/2021,22.92,23.17,20.620001,21.299999,21.299999,0
10/6/2021,22.950001,24.4,20.99,21,21,0
10/7/2021,20.540001,20.76,19.07,19.540001,19.540001,0
10/8/2021,19.459999,19.940001,18.200001,18.77,18.77,0
10/11/2021,19.93,20.450001,18.110001,20,20,0
10/12/2021,20.620001,20.809999,18.969999,19.85,19.85,0
10/13/2021,20.139999,20.23,18.440001,18.639999,18.639999,0
10/14/2021,18.01,18.08,16.799999,16.860001,16.860001,0
10/15/2021,16.639999,16.85,15.72,16.299999,16.299999,0
10/18/2021,17.290001,17.93,16.27,16.309999,16.309999,0
10/19/2021,16.09,16.309999,15.57,15.7,15.7,0
10/20/2021,15.82,15.89,15.29,15.49,15.49,0
10/21/2021,16.059999,16.110001,14.92,15.01,15.01,0
10/22/2021,15.35,16.389999,14.84,15.43,15.43,0
10/25/2021,16.139999,16.33,15.1,15.24,15.24,0
10/26/2021,15.02,16.709999,14.9,15.98,15.98,0
10/27/2021,15.79,17.290001,15.54,16.98,16.98,0
10/28/2021,17.059999,17.16,16.23,16.530001,16.530001,0
10/29/2021,17.4,18.059999,16.129999,16.26,16.26,0
11/1/2021,16.85,17.700001,16.32,16.41,16.41,0
11/2/2021,16.540001,16.65,15.89,16.030001,16.030001,0
11/3/2021,16.110001,16.389999,14.9,15.1,15.1,0
11/4/2021,15.06,16.139999,14.73,15.44,15.44,0
11/5/2021,15.59,17.02,14.95,16.48,16.48,0
11/8/2021,17.23,17.690001,16.440001,17.219999,17.219999,0
11/9/2021,17.43,18.57,17.209999,17.780001,17.780001,0
11/10/2021,17.74,19.9,17.219999,18.73,18.73,0
11/11/2021,18.34,18.389999,17.27,17.66,17.66,0
11/12/2021,17.49,17.690001,16.15,16.290001,16.290001,0
11/15/2021,17.030001,17.459999,16.49,16.49,16.49,0
