Date,Open,High,Low,Close,Adj Close,Volume
6/14/2021,424.429993,425.369995,423.100006,425.26001,419.736511,42358500
6/15/2021,425.420013,425.459991,423.540009,424.480011,418.966614,51508500
6/16/2021,424.630005,424.869995,419.920013,422.109985,416.62735,80386100
6/17/2021,421.670013,423.019989,419.320007,421.970001,416.489197,90949700
6/18/2021,417.089996,417.829987,414.700012,414.920013,410.870605,118676300
6/21/2021,416.799988,421.059998,415.929993,420.859985,416.752594,72822000
6/22/2021,420.850006,424,420.079987,423.109985,418.980621,57700300
6/23/2021,423.190002,424.049988,422.51001,422.600006,418.475647,49445400
6/24/2021,424.890015,425.549988,424.619995,425.100006,420.951233,45110300
6/25/2021,425.899994,427.089996,425.549988,426.609985,422.446472,58129500
6/28/2021,427.170013,427.649994,425.890015,427.470001,423.298096,53159600
6/29/2021,427.880005,428.559998,427.130005,427.700012,423.525879,35970500
6/30/2021,427.209991,428.779999,427.179993,428.059998,423.882355,64827900
7/1/2021,428.869995,430.600006,428.799988,430.429993,426.229218,53441000
7/2/2021,431.670013,434.100006,430.519989,433.720001,429.487091,57697700
7/6/2021,433.779999,434.01001,430.01001,432.929993,428.704834,68710400
7/7/2021,433.660004,434.76001,431.51001,434.459991,430.219849,63549500
7/8/2021,428.779999,431.730011,427.519989,430.920013,426.714417,97595200
7/9/2021,432.529999,435.839996,430.709991,435.519989,431.269531,76238600
7/12/2021,435.429993,437.350006,434.970001,437.079987,432.814301,52889600
7/13/2021,436.23999,437.839996,435.309998,435.589996,431.338867,52911300
7/14/2021,437.399994,437.920013,434.910004,436.23999,431.982483,64130400
7/15/2021,434.809998,435.529999,432.720001,434.75,430.50705,55126400
7/16/2021,436.01001,436.059998,430.920013,431.339996,427.130341,75874700
7/19/2021,426.190002,431.410004,421.970001,424.970001,420.82251,147987000
7/20/2021,425.679993,432.420013,424.829987,431.059998,426.853058,99608200
7/21/2021,432.339996,434.700012,431.01001,434.549988,430.30899,64724400
7/22/2021,434.73999,435.720001,433.690002,435.459991,431.210144,47878500
7/23/2021,437.519989,440.299988,436.790009,439.940002,435.646423,63766600
7/26/2021,439.309998,441.029999,439.26001,441.019989,436.715881,43719200
7/27/2021,439.910004,439.940002,435.98999,439.01001,434.725464,67397100
7/28/2021,439.679993,440.299988,437.309998,438.829987,434.547211,52472400
7/29/2021,439.820007,441.799988,439.809998,440.649994,436.349457,47435300
7/30/2021,437.910004,440.059998,437.769989,438.51001,434.230377,68951200
8/2/2021,440.339996,440.929993,437.209991,437.589996,433.319336,58783300
8/3/2021,438.440002,441.279999,436.100006,441.149994,436.844604,58053900
8/4/2021,439.779999,441.119995,438.730011,438.980011,434.695801,46732200
8/5/2021,440.220001,441.850006,439.880005,441.76001,437.448669,38969700
8/6/2021,442.100006,442.940002,441.799988,442.48999,438.171509,46930000
8/9/2021,442.459991,442.799988,441.309998,442.130005,437.815033,41222600
8/10/2021,442.609985,443.440002,441.880005,442.679993,438.35965,43339300
8/11/2021,443.820007,443.880005,442.619995,443.779999,439.448944,44034300
8/12/2021,443.619995,445.26001,442.660004,445.109985,440.76593,38909400
8/13/2021,445.589996,445.940002,445.070007,445.920013,441.568054,39470300
8/16/2021,444.529999,447.109985,442.869995,446.970001,442.607788,73740000
8/17/2021,444.23999,444.959991,440.850006,444.040009,439.706421,92673900
8/18/2021,442.959991,444.630005,438.920013,439.179993,434.893829,89351900
8/19/2021,436.269989,441.140015,436.119995,439.859985,435.567169,92812200
8/20/2021,440.230011,443.709991,439.709991,443.359985,439.03299,72008700
8/23/2021,445.160004,448.230011,443.440002,447.26001,442.894989,54973000
8/24/2021,447.970001,448.540009,447.420013,447.970001,443.598022,38744700
8/25/2021,448.170013,449.459991,447.769989,448.910004,444.52887,40529700
8/26/2021,448.609985,448.859985,446.160004,446.26001,441.904755,57829600
8/27/2021,447.119995,450.649994,447.059998,450.25,445.855804,77235100
8/30/2021,450.970001,453.070007,450.709991,452.230011,447.816467,48357400
8/31/2021,452.130005,452.48999,450.920013,451.559998,447.153015,59300200
9/1/2021,452.559998,453.109985,451.549988,451.799988,447.390656,48721400
9/2/2021,453.320007,454.049988,451.910004,453.190002,448.76709,42501000
9/3/2021,451.980011,453.630005,451.549988,453.079987,448.658142,47170500
9/7/2021,452.709991,452.809998,450.73999,451.459991,447.053955,51671500
9/8/2021,450.890015,451.670013,448.859985,450.910004,446.509338,56181900
9/9/2021,450.700012,452.570007,448.720001,448.980011,444.598206,57970400
9/10/2021,451.040009,451.48999,445.309998,445.440002,441.092743,89948200
9/13/2021,448.640015,448.920013,444.109985,446.579987,442.221619,83738600
9/14/2021,448.119995,448.339996,443.220001,444.170013,439.835114,78197100
9/15/2021,444.619995,448.410004,443.440002,447.880005,443.508911,78792200
9/16/2021,447.320007,448.359985,444.019989,447.170013,442.805847,77786700
9/17/2021,444.920013,445.369995,441.019989,441.399994,438.492432,118425000
9/20/2021,434.880005,436.559998,428.859985,434.040009,431.180939,166445500
9/21/2021,436.529999,437.910004,433.070007,433.630005,430.773651,92526100
9/22/2021,436.049988,440.029999,433.75,437.859985,434.975739,102350100
9/23/2021,439.850006,444.890015,439.600006,443.179993,440.260712,76396000
9/24/2021,441.440002,444.670013,441.209991,443.910004,440.985931,62094800
9/27/2021,442.809998,444.049988,441.899994,442.640015,439.724304,61371100
9/28/2021,439.690002,440.040009,432.940002,433.720001,430.863037,130436300
9/29/2021,435.190002,437.040009,433.850006,434.450012,431.588226,82329200
9/30/2021,436.019989,436.769989,428.779999,429.140015,426.313232,140506000
10/1/2021,430.980011,436.029999,427.230011,434.23999,431.379639,129240100
10/4/2021,433,433.959991,426.359985,428.640015,425.816528,128570000
10/5/2021,430.23999,435.48999,429.390015,433.100006,430.247131,90682500
10/6/2021,429.269989,435.119995,427.540009,434.899994,432.035278,113032200
10/7/2021,438.390015,441.679993,438.200012,438.660004,435.770508,72437500
10/8/2021,439.480011,439.890015,437.190002,437.859985,434.975739,74557400
10/11/2021,437.160004,440.26001,434.619995,434.690002,431.82666,65233300
10/12/2021,435.670013,436.100006,432.779999,433.619995,430.763702,71181200
10/13/2021,434.709991,436.049988,431.540009,435.179993,432.313416,72974000
10/14/2021,439.079987,442.660004,438.579987,442.5,439.585205,70236800
10/15/2021,444.75,446.26001,444.089996,445.869995,442.932983,66260200
10/18/2021,443.970001,447.549988,443.269989,447.190002,444.244324,62213200
10/19/2021,448.920013,450.709991,448.269989,450.640015,447.6716,46996800
10/20/2021,451.130005,452.730011,451.01001,452.410004,449.429932,49571600
10/21/2021,451.769989,453.829987,451.309998,453.589996,450.602173,41305400
10/22/2021,453.130005,454.670013,451.049988,453.119995,450.135254,58845100
10/25/2021,454.279999,455.899994,452.390015,455.549988,452.549255,45214500
10/26/2021,457.200012,458.48999,455.559998,455.959991,452.956543,56075100
10/27/2021,456.450012,457.160004,453.859985,453.940002,450.94986,72438000
10/28/2021,455.459991,458.399994,455.450012,458.320007,455.300995,51437900
10/29/2021,455.869995,459.559998,455.559998,459.25,456.224854,70162400
11/1/2021,460.299988,460.700012,458.200012,460.040009,457.009674,48433600
11/2/2021,460.220001,462.230011,460.079987,461.899994,458.857391,48908400
11/3/2021,461.299988,465.149994,460.829987,464.720001,461.658844,52509800
11/4/2021,465.359985,467,464.98999,466.910004,463.834442,52847100
11/5/2021,469.279999,470.649994,466.920013,468.529999,465.443756,66390600
11/8/2021,469.700012,470.230011,468.200012,468.929993,465.841095,50405200
11/9/2021,469.320007,469.570007,465.880005,467.380005,464.301331,51149100
11/10/2021,465.579987,467.380005,462.040009,463.619995,460.566071,69429700
11/11/2021,465.209991,465.290009,463.75,463.769989,460.715088,34848500
11/12/2021,465.119995,467.859985,464.109985,467.269989,464.192017,53466700
11/15/2021,468.640015,468.809998,466.230011,467.429993,464.350983,46980500
11/16/2021,467.149994,470.48999,467.070007,469.279999,466.188812,48857500
11/17/2021,469,469.190002,467.480011,468.140015,465.056335,47858300
11/18/2021,469.23999,470.01001,466.339996,469.730011,466.635864,50625600
11/19/2021,469.609985,470.940002,468.5,468.890015,465.801392,57315600
11/22/2021,470.890015,473.540009,467.350006,467.570007,464.490082,72762000
11/23/2021,467.220001,469.100006,464.450012,468.190002,465.105988,73206500
11/24/2021,466.059998,469.570007,465.190002,469.440002,466.347748,61858800
11/26/2021,462.339996,463.899994,457.769989,458.970001,455.946747,112669600
11/29/2021,464.070007,466.559998,461.730011,464.600006,461.539642,86268800
11/30/2021,462,464.029999,455.299988,455.559998,452.559204,148559600
12/1/2021,461.640015,464.670013,450.290009,450.5,447.532501,131939200
12/2/2021,450.730011,459.070007,450.309998,457.399994,454.387054,127637800
12/3/2021,459.170013,460.299988,448.920013,453.420013,450.433289,137331600
12/6/2021,456.130005,460.790009,453.559998,458.790009,455.767914,98977500
12/7/2021,464.410004,468.880005,458.649994,468.279999,465.195404,95484700
12/8/2021,468.700012,470,466.829987,469.519989,466.427216,72238800
12/9/2021,468.149994,469.630005,466.140015,466.350006,463.278107,61272600
12/10/2021,469.230011,470.899994,466.51001,470.73999,467.63916,77159800
12/13/2021,470.190002,470.559998,466.269989,466.570007,463.496674,87724700
12/14/2021,463.089996,465.73999,460.25,463.359985,460.3078,97264100
12/15/2021,463.420013,470.859985,460.73999,470.600006,467.500122,116899300
12/16/2021,472.570007,472.869995,464.799988,466.450012,463.377441,116568600
12/17/2021,461.549988,464.73999,458.059998,459.869995,458.44577,135511600
12/20/2021,454.480011,455.399994,451.140015,454.980011,453.570953,107134800
12/21/2021,458.609985,463.209991,456.309998,463.059998,461.625916,69806300
12/22/2021,462.790009,467.809998,462.579987,467.690002,466.241577,58890200
12/23/2021,468.75,472.190002,468.640015,470.600006,469.142548,56439700
12/27/2021,472.059998,477.309998,472.01001,477.26001,475.781921,56808600
12/28/2021,477.720001,478.809998,476.059998,476.869995,475.393127,47274600
12/29/2021,476.980011,478.559998,475.920013,477.480011,476.001251,54503000
12/30/2021,477.929993,479,475.670013,476.160004,474.685333,55329000
12/31/2021,475.640015,476.859985,474.670013,474.959991,473.489044,65237400
1/3/2022,476.299988,477.850006,473.850006,477.709991,476.23053,72668200
1/4/2022,479.220001,479.980011,475.579987,477.549988,476.071014,71178700
1/5/2022,477.160004,477.980011,468.279999,468.380005,466.929443,104538900
1/6/2022,467.890015,470.820007,465.429993,467.940002,466.490784,86858900
1/7/2022,467.950012,469.200012,464.649994,466.089996,464.646515,85111600
1/10/2022,462.700012,465.73999,456.600006,465.51001,464.068329,119362000
1/11/2022,465.230011,469.850006,462.049988,469.75,468.295197,74303100
1/12/2022,471.589996,473.200012,468.940002,471.019989,469.561249,67605400
1/13/2022,472.190002,472.880005,463.440002,464.529999,463.091339,91173100
1/14/2022,461.190002,465.089996,459.899994,464.720001,463.280762,95890900
1/18/2022,459.73999,459.959991,455.309998,456.48999,455.076233,109709100
1/19/2022,458.130005,459.609985,451.459991,451.75,450.350922,109357600
1/20/2022,453.75,458.73999,444.5,446.75,445.366425,122379700
1/21/2022,445.559998,448.059998,437.950012,437.980011,436.623596,202271200
1/24/2022,432.029999,440.380005,420.76001,439.839996,438.477814,251783900
1/25/2022,433.059998,439.720001,427.149994,434.470001,433.124451,167997300
1/26/2022,440.720001,444.040009,428.859985,433.380005,432.037842,186391100
1/27/2022,438.26001,441.589996,429.450012,431.23999,429.904449,149878300
1/28/2022,432.679993,442,427.820007,441.950012,440.581299,164457400
1/31/2022,441.23999,450.279999,439.809998,449.910004,448.516632,152251400
2/1/2022,450.679993,453.630005,446.940002,452.950012,451.547241,123155400
2/2/2022,455.5,458.119995,453.049988,457.350006,455.933594,117361000
2/3/2022,450.950012,452.970001,445.709991,446.600006,445.216888,118024400
2/4/2022,446.350006,452.779999,443.829987,448.700012,447.310394,118454400
2/7/2022,449.51001,450.98999,445.850006,447.26001,445.874847,84472900
2/8/2022,446.730011,451.920013,445.220001,450.940002,449.543457,81012000
2/9/2022,455.220001,457.880005,455.01001,457.540009,456.123016,92589900
2/10/2022,451.339996,457.709991,447.200012,449.320007,447.928467,140103700
2/11/2022,449.410004,451.609985,438.940002,440.459991,439.095886,153214600
2/14/2022,439.920013,441.600006,435.339996,439.019989,437.660339,123006300
2/15/2022,443.730011,446.279999,443.179993,446.100006,444.718445,88482700
2/16/2022,443.929993,448.059998,441.940002,446.600006,445.216888,84863600
2/17/2022,443.220001,446.570007,436.420013,437.059998,435.706421,102259100
2/18/2022,437.329987,438.660004,431.820007,434.230011,432.885193,132642900
2/22/2022,431.890015,435.5,425.859985,429.570007,428.239624,124391800
2/23/2022,432.660004,433.26001,421.350006,421.950012,420.643219,132578000
2/24/2022,411.019989,428.76001,410.640015,428.299988,426.973541,213942900
2/25/2022,429.609985,437.839996,427.859985,437.75,436.394287,121804500
2/28/2022,432.029999,438.200012,430.700012,436.630005,435.277771,145615000
3/1/2022,435.040009,437.170013,427.109985,429.980011,428.648376,137785900
3/2/2022,432.369995,439.720001,431.570007,437.890015,436.533875,117726500
3/3/2022,440.470001,441.109985,433.799988,435.709991,434.360596,105501700
3/4/2022,431.75,433.369995,427.880005,432.170013,430.831573,113978200
3/7/2022,431.549988,432.299988,419.359985,419.429993,418.131012,137896600
3/8/2022,419.619995,427.209991,415.119995,416.25,414.960876,164772700
3/9/2022,425.140015,429.51001,422.820007,427.410004,426.086304,116990800
3/10/2022,422.519989,426.429993,420.440002,425.480011,424.162292,93972700
3/11/2022,428.119995,428.769989,419.529999,420.070007,418.769043,95636300
3/14/2022,420.890015,424.549988,415.790009,417,415.708557,95729200
3/15/2022,419.769989,426.839996,418.420013,426.170013,424.850159,106219100
3/16/2022,429.890015,435.679993,424.799988,435.619995,434.270874,144954800
3/17/2022,433.589996,441.070007,433.190002,441.070007,439.70401,102676900
3/18/2022,438,444.859985,437.220001,444.519989,444.519989,106345500
3/21/2022,444.339996,446.459991,440.679993,444.390015,444.390015,88349800
3/22/2022,445.859985,450.579987,445.859985,449.589996,449.589996,74650400
3/23/2022,446.910004,448.48999,443.709991,443.799988,443.799988,79426100
3/24/2022,445.940002,450.5,444.76001,450.48999,450.48999,64736900
3/25/2022,451.160004,452.980011,448.429993,452.690002,452.690002,77101300
3/28/2022,452.059998,455.910004,450.059998,455.910004,455.910004,68529800
3/29/2022,460.019989,462.070007,457.179993,461.549988,461.549988,86581500
3/30/2022,460.339996,461.200012,456.470001,458.700012,458.700012,79666900
3/31/2022,457.890015,458.76001,451.160004,451.640015,451.640015,121699900
4/1/2022,453.309998,453.459991,449.140015,452.920013,452.920013,89048800
4/4/2022,453.130005,456.910004,452.26001,456.799988,456.799988,59601000
4/5/2022,455.220001,457.829987,449.820007,451.029999,451.029999,74214500
4/6/2022,446.890015,448.929993,443.470001,446.519989,446.519989,106898000
4/7/2022,445.589996,450.690002,443.529999,448.769989,448.769989,78097200
4/8/2022,447.970001,450.630005,445.940002,447.570007,447.570007,79272700
4/11/2022,444.109985,445,439.390015,439.920013,439.920013,89770500
4/12/2022,443.079987,445.75,436.649994,438.290009,438.290009,84363600
4/13/2022,438.029999,444.109985,437.839996,443.309998,443.309998,74070400
4/14/2022,443.549988,444.730011,437.679993,437.790009,437.790009,97869500
4/18/2022,436.809998,439.75,435.609985,437.970001,437.970001,66002500
4/19/2022,437.859985,445.799988,437.679993,445.040009,445.040009,77821000
4/20/2022,446.920013,447.570007,443.480011,444.709991,444.709991,65224400
4/21/2022,448.540009,450.01001,437.100006,438.059998,438.059998,85417300
4/22/2022,436.910004,438.079987,425.440002,426.040009,426.040009,132471800
4/25/2022,423.670013,428.690002,418.839996,428.51001,428.51001,119647700
4/26/2022,425.829987,426.040009,416.070007,416.100006,416.100006,103996300
4/27/2022,417.23999,422.920013,415.01001,417.269989,417.269989,122030000
4/28/2022,422.290009,429.640015,417.600006,427.809998,427.809998,105449100
4/29/2022,423.589996,425.869995,411.209991,412,412,145491100
5/2/2022,412.070007,415.920013,405.019989,414.480011,414.480011,158312500
5/3/2022,415.01001,418.929993,413.359985,416.380005,416.380005,100028200
5/4/2022,417.079987,429.660004,413.709991,429.059998,429.059998,144247900
5/5/2022,424.549988,425,409.440002,413.809998,413.809998,172929100
5/6/2022,411.100006,414.799988,405.730011,411.339996,411.339996,151770800
5/9/2022,405.100006,406.410004,396.5,398.170013,398.170013,155586100
5/10/2022,404.48999,406.079987,394.820007,399.089996,399.089996,132497200
5/11/2022,398.070007,404.040009,391.959991,392.75,392.75,142361000
5/12/2022,389.369995,395.799988,385.149994,392.339996,392.339996,125090800
5/13/2022,396.709991,403.179993,395.609985,401.720001,401.720001,104174400
5/16/2022,399.980011,403.970001,397.600006,400.089996,400.089996,78622400
5/17/2022,406.529999,408.570007,402.579987,408.320007,408.320007,83029700
5/18/2022,403.5,403.799988,390.549988,391.859985,391.859985,117674500
